user_id,recommended_categories
U_02868,"Toys, Home, Electronics"
U_02869,"Beauty, Books, Electronics"
U_02870,"Books, Grocery, Home"
U_02871,"Grocery, Home, Electronics"
U_02873,"Sports, Grocery, Home"
U_02881,"Books, Toys, Home"
U_02886,"Books, Fashion, Home"
U_02887,"Fashion, Electronics, Home"
U_02889,"Fashion, Electronics, Home"
U_02890,"Books, Beauty, Electronics"
U_02892,"Grocery, Sports, Home"
U_02894,"Sports, Grocery, Home"
U_02895,"Fashion, Grocery, Home"
U_02900,"Books, Home, Grocery"
U_02903,"Books, Toys, Grocery"
U_02904,"Grocery, Books, Toys"
U_02905,"Fashion, Electronics, Home"
U_02907,"Grocery, Home, Electronics"
U_02909,"Sports, Grocery, Home"
U_02912,"Grocery, Books, Toys"
U_02913,"Grocery, Books, Toys"
U_02914,"Sports, Home, Electronics"
U_02915,"Books, Home, Electronics"
U_02916,"Sports, Home, Electronics"
U_02918,"Sports, Home, Grocery"
U_02919,"Sports, Home, Grocery"
U_02920,"Toys, Home, Electronics"
U_02921,"Toys, Home, Electronics"
U_02927,"Grocery, Books, Toys"
U_02928,"Sports, Home, Electronics"
U_02930,"Fashion, Electronics, Home"
U_02931,"Sports, Home, Electronics"
U_02932,"Books, Toys, Grocery"
U_02935,"Sports, Home, Electronics"
U_02938,"Beauty, Toys, Books"
U_02939,"Toys, Home, Electronics"
U_02940,"Toys, Grocery, Home"
U_02947,"Beauty, Electronics, Home"
U_02948,"Sports, Grocery, Home"
U_02950,"Books, Toys, Grocery"
U_02952,"Grocery, Toys, Home"
U_02955,"Beauty, Books, Electronics"
U_02959,"Beauty, Fashion, Electronics"
U_02960,"Books, Toys, Grocery"
U_02962,"Fashion, Beauty, Grocery"
U_02967,"Grocery, Home, Electronics"
U_02970,"Toys, Home, Electronics"
U_02972,"Sports, Home, Electronics"
U_02974,"Beauty, Electronics, Grocery"
U_02978,"Books, Toys, Grocery"
U_02979,"Books, Home, Electronics"
U_02980,"Toys, Sports, Home"
U_02983,"Sports, Home, Electronics"
U_02985,"Grocery, Home, Electronics"
U_02986,"Books, Fashion, Home"
U_02987,"Fashion, Electronics, Home"
U_02988,"Grocery, Books, Toys"
U_02990,"Beauty, Electronics, Home"
U_02992,"Grocery, Books, Toys"
U_02993,"Sports, Home, Electronics"
U_02995,"Grocery, Home, Electronics"
U_02996,"Books, Toys, Grocery"
U_03000,"Toys, Sports, Home"
U_03001,"Sports, Beauty, Home"
U_03003,"Sports, Beauty, Toys"
U_03005,"Grocery, Books, Toys"
U_03006,"Grocery, Books, Toys"
U_03008,"Beauty, Electronics, Home"
U_03010,"Books, Toys, Grocery"
U_03018,"Grocery, Home, Electronics"
U_03020,"Sports, Home, Electronics"
U_03022,"Sports, Home, Electronics"
U_03023,"Books, Home, Electronics"
U_03025,"Fashion, Electronics, Home"
U_03029,"Grocery, Home, Electronics"
U_03031,"Fashion, Electronics, Home"
U_03032,"Fashion, Electronics, Home"
U_03036,"Toys, Home, Sports"
U_03037,"Grocery, Books, Toys"
U_03038,"Books, Toys, Grocery"
U_03039,"Beauty, Electronics, Home"
U_03040,"Books, Toys, Grocery"
U_03041,"Grocery, Home, Electronics"
U_03043,"Grocery, Home, Electronics"
U_03045,"Books, Toys, Grocery"
U_03047,"Books, Toys, Grocery"
U_03049,"Fashion, Electronics, Home"
U_03050,"Books, Sports, Home"
U_03051,"Toys, Grocery, Home"
U_03053,"Grocery, Books, Toys"
U_03055,"Grocery, Fashion, Home"
U_03057,"Toys, Home, Electronics"
U_03058,"Fashion, Toys, Electronics"
U_03061,"Toys, Beauty, Home"
U_03065,"Grocery, Books, Toys"
U_03066,"Fashion, Electronics, Home"
U_03067,"Grocery, Home, Electronics"
U_03068,"Sports, Books, Home"
U_03069,"Toys, Home, Electronics"
U_03070,"Grocery, Books, Toys"
U_03071,"Books, Home, Electronics"
U_03075,"Fashion, Beauty, Toys"
U_03076,"Books, Toys, Grocery"
U_03078,"Books, Grocery, Home"
U_03080,"Toys, Home, Electronics"
U_03081,"Beauty, Electronics, Home"
U_03082,"Books, Toys, Grocery"
U_03084,"Fashion, Sports, Electronics"
U_03087,"Books, Home, Electronics"
U_03088,"Sports, Home, Electronics"
U_03089,"Books, Home, Electronics"
U_03090,"Toys, Home, Electronics"
U_03092,"Grocery, Fashion, Home"
U_03097,"Toys, Home, Electronics"
U_03099,"Sports, Fashion, Toys"
U_03100,"Fashion, Electronics, Home"
U_03102,"Toys, Home, Electronics"
U_03103,"Grocery, Toys, Home"
U_03104,"Books, Toys, Grocery"
U_03105,"Toys, Home, Electronics"
U_03107,"Fashion, Electronics, Home"
U_03109,"Books, Toys, Grocery"
U_03112,"Fashion, Electronics, Home"
U_03113,"Books, Beauty, Home"
U_03114,"Grocery, Home, Electronics"
U_03116,"Books, Toys, Grocery"
U_03117,"Beauty, Electronics, Home"
U_03120,"Sports, Books, Home"
U_03121,"Sports, Grocery, Home"
U_03122,"Toys, Grocery, Home"
U_03123,"Sports, Books, Home"
U_03124,"Books, Toys, Grocery"
U_03126,"Beauty, Electronics, Home"
U_03127,"Fashion, Grocery, Books"
U_03130,"Books, Sports, Home"
U_03134,"Grocery, Beauty, Toys"
U_03136,"Books, Home, Electronics"
U_03138,"Grocery, Books, Toys"
U_03139,"Sports, Beauty, Fashion"
U_03140,"Grocery, Home, Electronics"
U_03142,"Fashion, Electronics, Home"
U_03144,"Books, Home, Electronics"
U_03145,"Toys, Home, Electronics"
U_03147,"Grocery, Home, Electronics"
U_03151,"Fashion, Electronics, Home"
U_03153,"Books, Home, Electronics"
U_03154,"Toys, Home, Electronics"
U_03155,"Grocery, Books, Toys"
U_03158,"Grocery, Home, Electronics"
U_03159,"Sports, Home, Electronics"
U_03160,"Sports, Fashion, Home"
U_03162,"Grocery, Books, Toys"
U_03163,"Toys, Books, Home"
U_03164,"Grocery, Books, Toys"
U_03165,"Fashion, Electronics, Home"
U_03166,"Fashion, Electronics, Home"
U_03168,"Grocery, Home, Electronics"
U_03170,"Grocery, Books, Toys"
U_03171,"Grocery, Home, Books"
U_03172,"Grocery, Books, Toys"
U_03174,"Books, Toys, Grocery"
U_03176,"Books, Toys, Grocery"
U_03180,"Grocery, Home, Electronics"
U_03184,"Books, Grocery, Home"
U_03185,"Toys, Home, Electronics"
U_03186,"Books, Toys, Grocery"
U_03189,"Sports, Home, Electronics"
U_03193,"Toys, Home, Electronics"
U_03194,"Toys, Home, Electronics"
U_03195,"Beauty, Electronics, Home"
U_03196,"Books, Toys, Grocery"
U_03200,"Toys, Grocery, Home"
U_03203,"Toys, Beauty, Sports"
U_03204,"Toys, Home, Electronics"
U_03205,"Beauty, Toys, Electronics"
U_03206,"Books, Fashion, Home"
U_03207,"Books, Home, Electronics"
U_03208,"Toys, Home, Electronics"
U_03211,"Grocery, Home, Electronics"
U_03212,"Grocery, Home, Electronics"
U_03213,"Beauty, Electronics, Home"
U_03214,"Toys, Home, Electronics"
U_03219,"Fashion, Sports, Electronics"
U_03221,"Sports, Home, Electronics"
U_03224,"Grocery, Fashion, Home"
U_03225,"Sports, Fashion, Home"
U_03228,"Grocery, Books, Toys"
U_03231,"Sports, Home, Electronics"
U_03232,"Fashion, Electronics, Home"
U_03233,"Books, Home, Electronics"
U_03234,"Sports, Fashion, Home"
U_03235,"Fashion, Electronics, Home"
U_03238,"Sports, Fashion, Toys"
U_03240,"Grocery, Books, Toys"
U_03243,"Toys, Sports, Home"
U_03244,"Books, Toys, Grocery"
U_03249,"Sports, Home, Electronics"
U_03250,"Beauty, Fashion, Sports"
U_03256,"Beauty, Sports, Grocery"
U_03258,"Grocery, Home, Electronics"
U_03260,"Toys, Home, Electronics"
U_03261,"Books, Toys, Home"
U_03266,"Toys, Home, Electronics"
U_03267,"Books, Toys, Grocery"
U_03268,"Beauty, Electronics, Home"
U_03269,"Toys, Home, Electronics"
U_03270,"Fashion, Books, Home"
U_03272,"Toys, Home, Electronics"
U_03273,"Fashion, Grocery, Home"
U_03274,"Books, Home, Electronics"
U_03275,"Toys, Home, Electronics"
U_03277,"Books, Toys, Grocery"
U_03280,"Books, Toys, Grocery"
U_03282,"Grocery, Home, Electronics"
U_03283,"Grocery, Home, Electronics"
U_03284,"Toys, Fashion, Home"
U_03286,"Grocery, Home, Electronics"
U_03287,"Beauty, Electronics, Home"
U_03288,"Beauty, Books, Electronics"
U_03289,"Fashion, Electronics, Home"
U_03291,"Sports, Beauty, Home"
U_03297,"Grocery, Home, Electronics"
U_03300,"Fashion, Electronics, Home"
U_03301,"Beauty, Electronics, Home"
U_03304,"Books, Toys, Grocery"
U_03310,"Toys, Home, Electronics"
U_03311,"Books, Toys, Grocery"
U_03312,"Grocery, Home, Electronics"
U_03313,"Books, Home, Electronics"
U_03315,"Fashion, Electronics, Home"
U_03316,"Fashion, Electronics, Home"
U_03317,"Fashion, Electronics, Home"
U_03319,"Grocery, Books, Toys"
U_03322,"Fashion, Electronics, Home"
U_03324,"Grocery, Books, Toys"
U_03328,"Sports, Home, Electronics"
U_03329,"Grocery, Home, Electronics"
U_03331,"Fashion, Electronics, Home"
U_03332,"Sports, Beauty, Home"
U_03333,"Books, Toys, Grocery"
U_03334,"Books, Home, Electronics"
U_03335,"Books, Home, Electronics"
U_03336,"Sports, Home, Electronics"
U_03337,"Beauty, Grocery, Electronics"
U_03339,"Fashion, Toys, Home"
U_03340,"Grocery, Home, Electronics"
U_03342,"Books, Toys, Grocery"
U_03343,"Books, Home, Electronics"
U_03344,"Beauty, Books, Electronics"
U_03345,"Fashion, Toys, Electronics"
U_03346,"Books, Sports, Fashion"
U_03352,"Fashion, Grocery, Books"
U_03355,"Sports, Home, Electronics"
U_03356,"Grocery, Books, Toys"
U_03358,"Sports, Home, Electronics"
U_03359,"Toys, Home, Electronics"
U_03360,"Beauty, Electronics, Grocery"
U_03363,"Books, Home, Electronics"
U_03364,"Beauty, Electronics, Home"
U_03365,"Fashion, Toys, Books"
U_03366,"Books, Home, Electronics"
U_03367,"Sports, Beauty, Books"
U_03370,"Fashion, Electronics, Home"
U_03372,"Grocery, Books, Toys"
U_03373,"Fashion, Toys, Electronics"
U_03375,"Books, Toys, Grocery"
U_03376,"Sports, Fashion, Home"
U_03379,"Books, Home, Electronics"
U_03382,"Books, Home, Electronics"
U_03385,"Grocery, Fashion, Books"
U_03386,"Sports, Home, Electronics"
U_03388,"Books, Home, Electronics"
U_03389,"Beauty, Electronics, Home"
U_03394,"Books, Beauty, Home"
U_03395,"Fashion, Toys, Home"
U_03396,"Grocery, Home, Electronics"
U_03398,"Grocery, Home, Electronics"
U_03399,"Grocery, Books, Toys"
U_03400,"Beauty, Grocery, Electronics"
U_03401,"Books, Toys, Grocery"
U_03402,"Grocery, Home, Electronics"
U_03403,"Books, Toys, Grocery"
U_03404,"Toys, Home, Electronics"
U_03406,"Sports, Home, Electronics"
U_03410,"Beauty, Electronics, Home"
U_03412,"Grocery, Books, Toys"
U_03417,"Beauty, Sports, Electronics"
U_03419,"Grocery, Books, Toys"
U_03420,"Grocery, Home, Electronics"
U_03422,"Grocery, Home, Electronics"
U_03424,"Grocery, Books, Toys"
U_03425,"Books, Grocery, Home"
U_03427,"Books, Home, Electronics"
U_03428,"Grocery, Home, Electronics"
U_03429,"Fashion, Sports, Grocery"
U_03432,"Grocery, Home, Electronics"
U_03433,"Grocery, Books, Toys"
U_03434,"Beauty, Grocery, Electronics"
U_03436,"Sports, Fashion, Grocery"
U_03438,"Grocery, Books, Toys"
U_03444,"Toys, Books, Home"
U_03446,"Books, Toys, Home"
U_03447,"Books, Toys, Grocery"
U_03448,"Sports, Home, Electronics"
U_03449,"Fashion, Electronics, Home"
U_03450,"Beauty, Fashion, Electronics"
U_03451,"Beauty, Electronics, Home"
U_03452,"Sports, Home, Grocery"
U_03453,"Books, Toys, Grocery"
U_03457,"Books, Home, Electronics"
U_03463,"Sports, Books, Home"
U_03464,"Fashion, Electronics, Home"
U_03468,"Toys, Home, Electronics"
U_03469,"Books, Home, Electronics"
U_03471,"Sports, Fashion, Home"
U_03473,"Beauty, Electronics, Home"
U_03474,"Fashion, Electronics, Home"
U_03475,"Fashion, Electronics, Home"
U_03476,"Sports, Toys, Books"
U_03477,"Grocery, Home, Electronics"
U_03478,"Books, Sports, Home"
U_03479,"Beauty, Electronics, Home"
U_03481,"Sports, Toys, Home"
U_03482,"Books, Home, Electronics"
U_03484,"Sports, Fashion, Home"
U_03487,"Toys, Sports, Home"
U_03488,"Toys, Home, Electronics"
U_03490,"Toys, Home, Electronics"
U_03492,"Toys, Sports, Home"
U_03495,"Toys, Home, Electronics"
U_03496,"Fashion, Books, Grocery"
U_03497,"Grocery, Home, Electronics"
U_03498,"Sports, Home, Electronics"
U_03499,"Sports, Home, Electronics"
U_03501,"Books, Home, Electronics"
U_03504,"Books, Toys, Grocery"
U_03510,"Beauty, Grocery, Electronics"
U_03511,"Books, Toys, Grocery"
U_03513,"Toys, Beauty, Home"
U_03516,"Grocery, Fashion, Home"
U_03517,"Sports, Home, Electronics"
U_03518,"Toys, Home, Electronics"
U_03519,"Fashion, Electronics, Home"
U_03520,"Books, Home, Electronics"
U_03523,"Beauty, Books, Electronics"
U_03524,"Sports, Home, Electronics"
U_03525,"Grocery, Beauty, Books"
U_03526,"Grocery, Books, Home"
U_03530,"Beauty, Electronics, Home"
U_03531,"Sports, Toys, Home"
U_03533,"Beauty, Electronics, Books"
U_03535,"Toys, Home, Electronics"
U_03536,"Sports, Fashion, Home"
U_03538,"Grocery, Home, Electronics"
U_03540,"Grocery, Home, Electronics"
U_03543,"Books, Home, Electronics"
U_03545,"Beauty, Electronics, Home"
U_03547,"Grocery, Home, Toys"
U_03548,"Grocery, Books, Toys"
U_03550,"Books, Toys, Grocery"
U_03551,"Grocery, Books, Toys"
U_03553,"Beauty, Electronics, Home"
U_03554,"Beauty, Electronics, Home"
U_03559,"Beauty, Grocery, Electronics"
U_03561,"Sports, Home, Electronics"
U_03565,"Books, Beauty, Home"
U_03568,"Beauty, Electronics, Home"
U_03571,"Fashion, Electronics, Home"
U_03572,"Grocery, Beauty, Fashion"
U_03573,"Toys, Home, Electronics"
U_03577,"Toys, Home, Electronics"
U_03581,"Grocery, Home, Electronics"
U_03583,"Beauty, Electronics, Home"
U_03584,"Grocery, Books, Toys"
U_03587,"Grocery, Books, Toys"
U_03588,"Grocery, Home, Electronics"
U_03591,"Beauty, Toys, Electronics"
U_03592,"Books, Toys, Beauty"
U_03594,"Books, Toys, Grocery"
U_03595,"Sports, Books, Home"
U_03596,"Beauty, Electronics, Home"
U_03597,"Fashion, Sports, Electronics"
U_03602,"Toys, Beauty, Electronics"
U_03603,"Books, Home, Electronics"
U_03608,"Fashion, Books, Home"
U_03610,"Sports, Toys, Home"
U_03611,"Grocery, Sports, Home"
U_03614,"Beauty, Electronics, Home"
U_03615,"Beauty, Electronics, Home"
U_03618,"Beauty, Electronics, Home"
U_03619,"Fashion, Books, Home"
U_03622,"Fashion, Electronics, Home"
U_03624,"Beauty, Books, Grocery"
U_03629,"Grocery, Home, Toys"
U_03630,"Books, Toys, Grocery"
U_03631,"Books, Grocery, Home"
U_03632,"Fashion, Toys, Home"
U_03635,"Books, Home, Electronics"
U_03636,"Sports, Toys, Home"
U_03639,"Books, Home, Electronics"
U_03641,"Sports, Fashion, Toys"
U_03643,"Toys, Beauty, Fashion"
U_03646,"Grocery, Home, Electronics"
U_03647,"Books, Home, Electronics"
U_03648,"Grocery, Home, Electronics"
U_03650,"Grocery, Home, Electronics"
U_03652,"Beauty, Toys, Sports"
U_03654,"Fashion, Grocery, Home"
U_03660,"Fashion, Toys, Books"
U_03661,"Beauty, Electronics, Home"
U_03662,"Sports, Home, Electronics"
U_03663,"Sports, Home, Electronics"
U_03669,"Sports, Home, Electronics"
U_03672,"Toys, Sports, Home"
U_03673,"Grocery, Sports, Home"
U_03674,"Fashion, Books, Home"
U_03675,"Toys, Books, Home"
U_03680,"Beauty, Electronics, Home"
U_03682,"Beauty, Sports, Grocery"
U_03686,"Grocery, Home, Electronics"
U_03687,"Toys, Home, Electronics"
U_03693,"Sports, Fashion, Toys"
U_03694,"Grocery, Toys, Home"
U_03695,"Grocery, Home, Electronics"
U_03696,"Toys, Home, Electronics"
U_03697,"Sports, Home, Electronics"
U_03698,"Toys, Books, Home"
U_03699,"Sports, Grocery, Home"
U_03701,"Sports, Home, Electronics"
U_03703,"Beauty, Fashion, Toys"
U_03704,"Books, Home, Electronics"
U_03707,"Beauty, Fashion, Books"
U_03708,"Fashion, Electronics, Home"
U_03709,"Books, Toys, Grocery"
U_03711,"Grocery, Books, Toys"
U_03716,"Beauty, Books, Electronics"
U_03717,"Fashion, Grocery, Home"
U_03719,"Grocery, Home, Electronics"
U_03722,"Sports, Home, Electronics"
U_03724,"Sports, Toys, Home"
U_03725,"Grocery, Home, Electronics"
U_03726,"Beauty, Toys, Electronics"
U_03727,"Sports, Home, Electronics"
U_03728,"Grocery, Home, Electronics"
U_03729,"Beauty, Electronics, Home"
U_03733,"Toys, Home, Electronics"
U_03734,"Fashion, Electronics, Home"
U_03737,"Sports, Home, Electronics"
U_03738,"Grocery, Home, Sports"
U_03739,"Grocery, Sports, Home"
U_03740,"Beauty, Grocery, Home"
U_03744,"Books, Home, Electronics"
U_03745,"Beauty, Electronics, Home"
U_03748,"Beauty, Electronics, Home"
U_03750,"Fashion, Grocery, Home"
U_03751,"Grocery, Home, Electronics"
U_03752,"Beauty, Sports, Electronics"
U_03753,"Grocery, Books, Toys"
U_03754,"Books, Home, Electronics"
U_03755,"Sports, Home, Electronics"
U_03757,"Toys, Home, Electronics"
U_03758,"Toys, Home, Electronics"
U_03760,"Beauty, Books, Toys"
U_03762,"Fashion, Electronics, Home"
U_03763,"Books, Home, Electronics"
U_03764,"Toys, Fashion, Home"
U_03765,"Sports, Home, Electronics"
U_03766,"Grocery, Home, Electronics"
U_03767,"Sports, Home, Electronics"
U_03768,"Sports, Home, Electronics"
U_03772,"Sports, Home, Electronics"
U_03774,"Beauty, Electronics, Home"
U_03777,"Beauty, Electronics, Home"
U_03780,"Grocery, Books, Toys"
U_03781,"Grocery, Home, Electronics"
U_03782,"Grocery, Home, Electronics"
U_03785,"Fashion, Beauty, Electronics"
U_03787,"Beauty, Electronics, Home"
U_03788,"Grocery, Home, Electronics"
U_03790,"Sports, Home, Electronics"
U_03791,"Toys, Home, Electronics"
U_03792,"Books, Home, Electronics"
U_03794,"Grocery, Books, Toys"
U_03795,"Books, Home, Electronics"
U_03796,"Fashion, Electronics, Home"
U_03799,"Grocery, Home, Electronics"
U_03801,"Sports, Toys, Home"
U_03802,"Toys, Home, Electronics"
U_03804,"Beauty, Electronics, Home"
U_03806,"Grocery, Home, Beauty"
U_03807,"Toys, Home, Electronics"
U_03808,"Fashion, Beauty, Electronics"
U_03809,"Toys, Home, Electronics"
U_03810,"Grocery, Books, Toys"
U_03811,"Grocery, Home, Electronics"
U_03813,"Grocery, Home, Electronics"
U_03814,"Sports, Home, Electronics"
U_03815,"Grocery, Home, Electronics"
U_03816,"Toys, Home, Electronics"
U_03819,"Sports, Home, Books"
U_03821,"Grocery, Home, Electronics"
U_03822,"Beauty, Electronics, Home"
U_03824,"Books, Home, Electronics"
U_03826,"Fashion, Electronics, Home"
U_03828,"Grocery, Sports, Books"
U_03829,"Sports, Home, Grocery"
U_03830,"Beauty, Toys, Electronics"
U_03833,"Toys, Home, Electronics"
U_03836,"Books, Sports, Home"
U_03837,"Books, Toys, Home"
U_03838,"Fashion, Electronics, Home"
U_03839,"Sports, Grocery, Books"
U_03840,"Grocery, Books, Toys"
U_03842,"Grocery, Books, Toys"
U_03843,"Toys, Home, Electronics"
U_03844,"Beauty, Sports, Electronics"
U_03845,"Beauty, Grocery, Electronics"
U_03851,"Toys, Home, Grocery"
U_03859,"Toys, Sports, Home"
U_03864,"Fashion, Beauty, Electronics"
U_03866,"Books, Home, Electronics"
U_03867,"Fashion, Toys, Electronics"
U_03869,"Fashion, Electronics, Home"
U_03870,"Sports, Books, Home"
U_03872,"Sports, Grocery, Books"
U_03875,"Toys, Home, Grocery"
U_03876,"Beauty, Books, Toys"
U_03877,"Fashion, Electronics, Home"
U_03879,"Fashion, Sports, Grocery"
U_03882,"Books, Toys, Grocery"
U_03885,"Fashion, Toys, Books"
U_03886,"Beauty, Electronics, Home"
U_03890,"Books, Home, Electronics"
U_03891,"Beauty, Grocery, Sports"
U_03892,"Books, Toys, Grocery"
U_03895,"Books, Toys, Grocery"
U_03898,"Beauty, Fashion, Books"
U_03900,"Grocery, Books, Toys"
U_03902,"Books, Toys, Grocery"
U_03903,"Grocery, Beauty, Home"
U_03905,"Sports, Grocery, Home"
U_03907,"Beauty, Electronics, Home"
U_03910,"Sports, Home, Electronics"
U_03911,"Fashion, Grocery, Home"
U_03912,"Sports, Books, Grocery"
U_03913,"Books, Beauty, Home"
U_03916,"Sports, Home, Electronics"
U_03917,"Books, Home, Grocery"
U_03918,"Sports, Home, Electronics"
U_03920,"Books, Home, Electronics"
U_03922,"Books, Toys, Grocery"
U_03923,"Toys, Home, Electronics"
U_03926,"Grocery, Home, Electronics"
U_03928,"Grocery, Books, Toys"
U_03930,"Books, Toys, Grocery"
U_03933,"Books, Home, Electronics"
U_03934,"Books, Beauty, Sports"
U_03936,"Grocery, Books, Toys"
U_03937,"Fashion, Electronics, Home"
U_03938,"Fashion, Toys, Beauty"
U_03940,"Books, Home, Electronics"
U_03941,"Grocery, Home, Electronics"
U_03943,"Grocery, Home, Electronics"
U_03944,"Beauty, Grocery, Books"
U_03945,"Fashion, Grocery, Books"
U_03946,"Grocery, Books, Toys"
U_03947,"Sports, Fashion, Home"
U_03948,"Grocery, Home, Electronics"
U_03949,"Grocery, Toys, Home"
U_03950,"Fashion, Grocery, Home"
U_03951,"Beauty, Electronics, Home"
U_03954,"Books, Sports, Home"
U_03957,"Beauty, Electronics, Home"
U_03958,"Books, Toys, Grocery"
U_03959,"Fashion, Beauty, Electronics"
U_03961,"Grocery, Home, Electronics"
U_03963,"Fashion, Toys, Electronics"
U_03964,"Grocery, Books, Toys"
U_03965,"Sports, Home, Electronics"
U_03967,"Sports, Home, Grocery"
U_03969,"Grocery, Books, Toys"
U_03973,"Grocery, Fashion, Beauty"
U_03974,"Books, Toys, Grocery"
U_03975,"Grocery, Home, Electronics"
U_03977,"Sports, Home, Electronics"
U_03982,"Beauty, Electronics, Home"
U_03983,"Books, Toys, Grocery"
U_03984,"Toys, Home, Electronics"
U_03985,"Sports, Grocery, Home"
U_03990,"Books, Toys, Grocery"
U_03991,"Beauty, Electronics, Home"
U_03993,"Books, Home, Electronics"
U_03997,"Fashion, Electronics, Home"
U_04000,"Grocery, Home, Electronics"
U_04003,"Toys, Home, Electronics"
U_04004,"Grocery, Home, Electronics"
U_04005,"Fashion, Electronics, Home"
U_04006,"Grocery, Home, Electronics"
U_04009,"Sports, Toys, Home"
U_04012,"Grocery, Books, Toys"
U_04013,"Sports, Home, Electronics"
U_04014,"Grocery, Home, Electronics"
U_04017,"Fashion, Electronics, Home"
U_04021,"Beauty, Electronics, Home"
U_04023,"Fashion, Electronics, Home"
U_04024,"Books, Home, Electronics"
U_04025,"Toys, Home, Electronics"
U_04027,"Books, Toys, Grocery"
U_04030,"Books, Toys, Grocery"
U_04032,"Sports, Home, Electronics"
U_04036,"Grocery, Books, Toys"
U_04037,"Beauty, Grocery, Electronics"
U_04040,"Grocery, Home, Electronics"
U_04041,"Grocery, Books, Toys"
U_04042,"Books, Home, Electronics"
U_04043,"Books, Toys, Grocery"
U_04044,"Books, Toys, Grocery"
U_04045,"Beauty, Electronics, Home"
U_04046,"Grocery, Home, Electronics"
U_04047,"Grocery, Books, Toys"
U_04050,"Grocery, Books, Toys"
U_04051,"Toys, Books, Home"
U_04052,"Beauty, Sports, Grocery"
U_04053,"Sports, Home, Electronics"
U_04054,"Books, Grocery, Home"
U_04055,"Toys, Home, Electronics"
U_04056,"Fashion, Grocery, Home"
U_04057,"Beauty, Electronics, Home"
U_04058,"Beauty, Electronics, Home"
U_04060,"Toys, Beauty, Fashion"
U_04061,"Fashion, Electronics, Home"
U_04062,"Sports, Fashion, Home"
U_04063,"Books, Toys, Grocery"
U_04064,"Grocery, Home, Electronics"
U_04065,"Grocery, Books, Toys"
U_04066,"Grocery, Home, Electronics"
U_04069,"Sports, Beauty, Grocery"
U_04071,"Books, Sports, Home"
U_04072,"Grocery, Home, Electronics"
U_04076,"Toys, Beauty, Home"
U_04078,"Sports, Home, Electronics"
U_04079,"Fashion, Books, Electronics"
U_04080,"Sports, Grocery, Home"
U_04081,"Toys, Home, Electronics"
U_04083,"Beauty, Toys, Electronics"
U_04084,"Sports, Home, Electronics"
U_04087,"Sports, Home, Books"
U_04088,"Sports, Toys, Home"
U_04089,"Toys, Grocery, Books"
U_04091,"Grocery, Books, Toys"
U_04093,"Sports, Home, Electronics"
U_04094,"Toys, Home, Electronics"
U_04095,"Grocery, Home, Electronics"
U_04097,"Grocery, Home, Electronics"
U_04098,"Sports, Fashion, Home"
U_04099,"Fashion, Electronics, Home"
U_04100,"Toys, Home, Electronics"
U_04101,"Sports, Home, Electronics"
U_04102,"Books, Home, Electronics"
U_04104,"Books, Home, Electronics"
U_04106,"Fashion, Books, Home"
U_04108,"Books, Home, Electronics"
U_04109,"Beauty, Electronics, Home"
U_04112,"Beauty, Fashion, Grocery"
U_04113,"Fashion, Books, Electronics"
U_04114,"Fashion, Electronics, Home"
U_04115,"Toys, Sports, Home"
U_04117,"Toys, Home, Electronics"
U_04118,"Grocery, Home, Electronics"
U_04121,"Beauty, Electronics, Home"
U_04124,"Fashion, Books, Home"
U_04126,"Books, Toys, Grocery"
U_04128,"Grocery, Books, Toys"
U_04129,"Grocery, Books, Toys"
U_04130,"Fashion, Beauty, Books"
U_04131,"Sports, Books, Home"
U_04133,"Beauty, Toys, Electronics"
U_04137,"Grocery, Books, Toys"
U_04141,"Books, Sports, Home"
U_04144,"Beauty, Books, Toys"
U_04148,"Toys, Books, Home"
U_04149,"Beauty, Electronics, Home"
U_04150,"Toys, Home, Electronics"
U_04151,"Books, Toys, Grocery"
U_04152,"Fashion, Electronics, Home"
U_04153,"Fashion, Grocery, Books"
U_04154,"Beauty, Electronics, Home"
U_04156,"Grocery, Home, Electronics"
U_04157,"Sports, Books, Home"
U_04158,"Toys, Home, Electronics"
U_04161,"Toys, Home, Electronics"
U_04164,"Fashion, Electronics, Home"
U_04165,"Grocery, Sports, Home"
U_04169,"Books, Home, Electronics"
U_04171,"Sports, Home, Electronics"
U_04172,"Sports, Home, Grocery"
U_04174,"Books, Home, Electronics"
U_04175,"Books, Toys, Grocery"
U_04176,"Fashion, Grocery, Home"
U_04177,"Grocery, Sports, Home"
U_04178,"Grocery, Books, Toys"
U_04182,"Fashion, Electronics, Home"
U_04187,"Fashion, Electronics, Home"
U_04190,"Beauty, Fashion, Electronics"
U_04191,"Fashion, Electronics, Home"
U_04192,"Fashion, Grocery, Books"
U_04193,"Grocery, Home, Electronics"
U_04195,"Fashion, Toys, Home"
U_04196,"Beauty, Fashion, Electronics"
U_04197,"Grocery, Home, Beauty"
U_04202,"Beauty, Electronics, Home"
U_04203,"Books, Home, Electronics"
U_04204,"Books, Home, Electronics"
U_04205,"Toys, Home, Electronics"
U_04209,"Grocery, Home, Beauty"
U_04210,"Grocery, Home, Electronics"
U_04211,"Sports, Beauty, Books"
U_04212,"Beauty, Electronics, Books"
U_04214,"Beauty, Electronics, Home"
U_04215,"Grocery, Home, Electronics"
U_04216,"Books, Home, Electronics"
U_04217,"Beauty, Electronics, Home"
U_04218,"Books, Home, Electronics"
U_04219,"Books, Grocery, Home"
